Entry,Catalytic activity
A0A166ACJ5,"CATALYTIC ACTIVITY: Reaction=5-O-(ADP-D-ribosyl)-L-glutamyl-[protein] + H2O = L-glutamyl-[protein] + ADP-D-ribose + H(+); Xref=Rhea:RHEA:58248, Rhea:RHEA-COMP:10208, Rhea:RHEA-COMP:15089, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:29973, ChEBI:CHEBI:57967, ChEBI:CHEBI:142540; Evidence={ECO:0000269|PubMed:39270823};"
A0A179UL48,"CATALYTIC ACTIVITY: Reaction=L-aspartate 4-semialdehyde + phosphate + NADP(+) = 4-phospho-L-aspartate + NADPH + H(+); Xref=Rhea:RHEA:24284, ChEBI:CHEBI:15378, ChEBI:CHEBI:43474, ChEBI:CHEBI:57535, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349, ChEBI:CHEBI:537519; EC=1.2.1.11; Evidence={ECO:0000269|PubMed:29608391, ECO:0000269|PubMed:30107909}; PhysiologicalDirection=right-to-left; Xref=Rhea:RHEA:24286; Evidence={ECO:0000269|PubMed:29608391, ECO:0000269|PubMed:30107909};"
A0A194VNL2,"CATALYTIC ACTIVITY: Reaction=L-seryl-[protein] + ATP = O-phospho-L-seryl-[protein] + ADP + H(+); Xref=Rhea:RHEA:17989, Rhea:RHEA-COMP:9863, Rhea:RHEA-COMP:11604, ChEBI:CHEBI:15378, ChEBI:CHEBI:29999, ChEBI:CHEBI:30616, ChEBI:CHEBI:83421, ChEBI:CHEBI:456216; EC=2.7.11.24; Evidence={ECO:0000305|PubMed:39631571}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:17990; Evidence={ECO:0000305|PubMed:39631571}; CATALYTIC ACTIVITY: Reaction=L-threonyl-[protein] + ATP = O-phospho-L-threonyl-[protein] + ADP + H(+); Xref=Rhea:RHEA:46608, Rhea:RHEA-COMP:11060, Rhea:RHEA-COMP:11605, ChEBI:CHEBI:15378, ChEBI:CHEBI:30013, ChEBI:CHEBI:30616, ChEBI:CHEBI:61977, ChEBI:CHEBI:456216; EC=2.7.11.24; Evidence={ECO:0000305|PubMed:39631571}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:46609; Evidence={ECO:0000305|PubMed:39631571};"
A0A194W8T8,"CATALYTIC ACTIVITY: Reaction=L-seryl-[protein] + ATP = O-phospho-L-seryl-[protein] + ADP + H(+); Xref=Rhea:RHEA:17989, Rhea:RHEA-COMP:9863, Rhea:RHEA-COMP:11604, ChEBI:CHEBI:15378, ChEBI:CHEBI:29999, ChEBI:CHEBI:30616, ChEBI:CHEBI:83421, ChEBI:CHEBI:456216; EC=2.7.11.24; Evidence={ECO:0000305|PubMed:39631571}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:17990; Evidence={ECO:0000305|PubMed:39631571}; CATALYTIC ACTIVITY: Reaction=L-threonyl-[protein] + ATP = O-phospho-L-threonyl-[protein] + ADP + H(+); Xref=Rhea:RHEA:46608, Rhea:RHEA-COMP:11060, Rhea:RHEA-COMP:11605, ChEBI:CHEBI:15378, ChEBI:CHEBI:30013, ChEBI:CHEBI:30616, ChEBI:CHEBI:61977, ChEBI:CHEBI:456216; EC=2.7.11.24; Evidence={ECO:0000305|PubMed:39631571}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:46609; Evidence={ECO:0000305|PubMed:39631571};"
A0A194WDG1,"CATALYTIC ACTIVITY: Reaction=L-seryl-[protein] + ATP = O-phospho-L-seryl-[protein] + ADP + H(+); Xref=Rhea:RHEA:17989, Rhea:RHEA-COMP:9863, Rhea:RHEA-COMP:11604, ChEBI:CHEBI:15378, ChEBI:CHEBI:29999, ChEBI:CHEBI:30616, ChEBI:CHEBI:83421, ChEBI:CHEBI:456216; EC=2.7.11.24; Evidence={ECO:0000305|PubMed:39631571}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:17990; Evidence={ECO:0000305|PubMed:39631571}; CATALYTIC ACTIVITY: Reaction=L-threonyl-[protein] + ATP = O-phospho-L-threonyl-[protein] + ADP + H(+); Xref=Rhea:RHEA:46608, Rhea:RHEA-COMP:11060, Rhea:RHEA-COMP:11605, ChEBI:CHEBI:15378, ChEBI:CHEBI:30013, ChEBI:CHEBI:30616, ChEBI:CHEBI:61977, ChEBI:CHEBI:456216; EC=2.7.11.24; Evidence={ECO:0000305|PubMed:39631571}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:46609; Evidence={ECO:0000305|PubMed:39631571};"
A0A1B5KW97,"CATALYTIC ACTIVITY: Reaction=L-seryl-[protein] + ATP = O-phospho-L-seryl-[protein] + ADP + H(+); Xref=Rhea:RHEA:17989, Rhea:RHEA-COMP:9863, Rhea:RHEA-COMP:11604, ChEBI:CHEBI:15378, ChEBI:CHEBI:29999, ChEBI:CHEBI:30616, ChEBI:CHEBI:83421, ChEBI:CHEBI:456216; EC=2.7.11.24; Evidence={ECO:0000250|UniProtKB:P32485}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:17990; Evidence={ECO:0000250|UniProtKB:P32485}; CATALYTIC ACTIVITY: Reaction=L-threonyl-[protein] + ATP = O-phospho-L-threonyl-[protein] + ADP + H(+); Xref=Rhea:RHEA:46608, Rhea:RHEA-COMP:11060, Rhea:RHEA-COMP:11605, ChEBI:CHEBI:15378, ChEBI:CHEBI:30013, ChEBI:CHEBI:30616, ChEBI:CHEBI:61977, ChEBI:CHEBI:456216; EC=2.7.11.24; Evidence={ECO:0000250|UniProtKB:P32485}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:46609; Evidence={ECO:0000250|UniProtKB:P32485};"
A0A1C3NEV1,"CATALYTIC ACTIVITY: Reaction=lipid A (E. coli) + a 1,2-diacyl-sn-glycero-3-phosphoethanolamine + H(+) = lipid A 4'-(2-aminoethyl diphosphate) (E. coli) + a 1,2-diacyl-sn-glycerol; Xref=Rhea:RHEA:46900, ChEBI:CHEBI:15378, ChEBI:CHEBI:17815, ChEBI:CHEBI:64612, ChEBI:CHEBI:87097, ChEBI:CHEBI:134257; EC=2.7.8.43; Evidence={ECO:0000305|PubMed:30194678};"
A0A1D8PMB8,"CATALYTIC ACTIVITY: Reaction=L-aspartate + ATP = 4-phospho-L-aspartate + ADP; Xref=Rhea:RHEA:23776, ChEBI:CHEBI:29991, ChEBI:CHEBI:30616, ChEBI:CHEBI:57535, ChEBI:CHEBI:456216; EC=2.7.2.4; Evidence={ECO:0000250|UniProtKB:P10869}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:23777; Evidence={ECO:0000250|UniProtKB:P10869};"
A0A1E3M8P2,"CATALYTIC ACTIVITY: Reaction=2 a Fe(II)-siderophore + NAD(+) + H(+) = 2 a Fe(III)-siderophore + NADH; Xref=Rhea:RHEA:15061, Rhea:RHEA-COMP:11342, Rhea:RHEA-COMP:11344, ChEBI:CHEBI:15378, ChEBI:CHEBI:29033, ChEBI:CHEBI:29034, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.16.1.10; Evidence={ECO:0000269|PubMed:34308084}; PhysiologicalDirection=right-to-left; Xref=Rhea:RHEA:15063; Evidence={ECO:0000269|PubMed:34308084}; CATALYTIC ACTIVITY: Reaction=2 a Fe(II)-siderophore + NADP(+) + H(+) = 2 a Fe(III)-siderophore + NADPH; Xref=Rhea:RHEA:28795, Rhea:RHEA-COMP:11342, Rhea:RHEA-COMP:11344, ChEBI:CHEBI:15378, ChEBI:CHEBI:29033, ChEBI:CHEBI:29034, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.16.1.10; Evidence={ECO:0000269|PubMed:34308084}; PhysiologicalDirection=right-to-left; Xref=Rhea:RHEA:28797; Evidence={ECO:0000269|PubMed:34308084};"
A0A1H1YBL2,"CATALYTIC ACTIVITY: Reaction=L-methionine + H2O = methanethiol + 2-oxobutanoate + NH4(+); Xref=Rhea:RHEA:23800, ChEBI:CHEBI:15377, ChEBI:CHEBI:16007, ChEBI:CHEBI:16763, ChEBI:CHEBI:28938, ChEBI:CHEBI:57844; EC=4.4.1.11; Evidence={ECO:0000250|UniProtKB:A0A2H1K3G9}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:23801; Evidence={ECO:0000250|UniProtKB:A0A2H1K3G9}; CATALYTIC ACTIVITY: Reaction=L-homocysteine + H2O = 2-oxobutanoate + hydrogen sulfide + NH4(+) + H(+); Xref=Rhea:RHEA:14501, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:16763, ChEBI:CHEBI:28938, ChEBI:CHEBI:29919, ChEBI:CHEBI:58199; EC=4.4.1.2; Evidence={ECO:0000250|UniProtKB:A0A2H1K3G9}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:14502; Evidence={ECO:0000250|UniProtKB:A0A2H1K3G9};"
A0A218NGS0,"CATALYTIC ACTIVITY: Reaction=vinorine + reduced [NADPH--hemoprotein reductase] + O2 = vomilenine + oxidized [NADPH--hemoprotein reductase] + H2O + H(+); Xref=Rhea:RHEA:17257, Rhea:RHEA-COMP:11964, Rhea:RHEA-COMP:11965, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:16408, ChEBI:CHEBI:16791, ChEBI:CHEBI:57618, ChEBI:CHEBI:58210; EC=1.14.14.104; Evidence={ECO:0000269|PubMed:28654178, ECO:0000269|PubMed:38212296}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:17258; Evidence={ECO:0000269|PubMed:28654178, ECO:0000269|PubMed:38212296}; CATALYTIC ACTIVITY: Reaction=vomilenine = perakine; Xref=Rhea:RHEA:81403, ChEBI:CHEBI:16408, ChEBI:CHEBI:63168; Evidence={ECO:0000269|PubMed:28654178}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81404; Evidence={ECO:0000269|PubMed:28654178};"
A0A223GB52,"CATALYTIC ACTIVITY: Reaction=apo-[ACP] + CoA = holo-[ACP] + adenosine 3',5'-bisphosphate + H(+); Xref=Rhea:RHEA:12068, Rhea:RHEA-COMP:9685, Rhea:RHEA-COMP:9690, ChEBI:CHEBI:15378, ChEBI:CHEBI:29999, ChEBI:CHEBI:57287, ChEBI:CHEBI:58343, ChEBI:CHEBI:64479; EC=2.7.8.7; Evidence={ECO:0000250|UniProtKB:Q4X1W0};"
A0A223HDH4,"CATALYTIC ACTIVITY: Reaction=D-mannitol 1-phosphate + NAD(+) = beta-D-fructose 6-phosphate + NADH + H(+); Xref=Rhea:RHEA:19661, ChEBI:CHEBI:15378, ChEBI:CHEBI:57540, ChEBI:CHEBI:57634, ChEBI:CHEBI:57945, ChEBI:CHEBI:61381; EC=1.1.1.17; Evidence={ECO:0000250|UniProtKB:Q4X1A4};"
A0A223HDI5,"CATALYTIC ACTIVITY: Reaction=D-mannitol + NADP(+) = D-fructose + NADPH + H(+); Xref=Rhea:RHEA:16765, ChEBI:CHEBI:15378, ChEBI:CHEBI:16899, ChEBI:CHEBI:37721, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.1.1.138; Evidence={ECO:0000305|PubMed:32003433}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:16766; Evidence={ECO:0000305|PubMed:32003433}; PhysiologicalDirection=right-to-left; Xref=Rhea:RHEA:16767; Evidence={ECO:0000305|PubMed:32003433};"
A0A261GRE4,"CATALYTIC ACTIVITY: Reaction=L-tyrosine + O2 = L-dopaquinone + H2O; Xref=Rhea:RHEA:18117, ChEBI:CHEBI:15377, ChEBI:CHEBI:15379, ChEBI:CHEBI:57924, ChEBI:CHEBI:58315; EC=1.14.18.1; Evidence={ECO:0000269|PubMed:39382070}; CATALYTIC ACTIVITY: Reaction=2 L-tyrosine + O2 = 2 L-dopa; Xref=Rhea:RHEA:34283, ChEBI:CHEBI:15379, ChEBI:CHEBI:57504, ChEBI:CHEBI:58315; Evidence={ECO:0000269|PubMed:39382070}; CATALYTIC ACTIVITY: Reaction=2 L-dopa + O2 = 2 L-dopaquinone + 2 H2O; Xref=Rhea:RHEA:34287, ChEBI:CHEBI:15377, ChEBI:CHEBI:15379, ChEBI:CHEBI:57504, ChEBI:CHEBI:57924; EC=1.14.18.1; Evidence={ECO:0000269|PubMed:39382070};"
A0A261GVB1,"CATALYTIC ACTIVITY: Reaction=L-tyrosine + O2 = L-dopaquinone + H2O; Xref=Rhea:RHEA:18117, ChEBI:CHEBI:15377, ChEBI:CHEBI:15379, ChEBI:CHEBI:57924, ChEBI:CHEBI:58315; EC=1.14.18.1; Evidence={ECO:0000269|PubMed:39382070}; CATALYTIC ACTIVITY: Reaction=2 L-tyrosine + O2 = 2 L-dopa; Xref=Rhea:RHEA:34283, ChEBI:CHEBI:15379, ChEBI:CHEBI:57504, ChEBI:CHEBI:58315; Evidence={ECO:0000269|PubMed:39382070}; CATALYTIC ACTIVITY: Reaction=2 L-dopa + O2 = 2 L-dopaquinone + 2 H2O; Xref=Rhea:RHEA:34287, ChEBI:CHEBI:15377, ChEBI:CHEBI:15379, ChEBI:CHEBI:57504, ChEBI:CHEBI:57924; EC=1.14.18.1; Evidence={ECO:0000269|PubMed:39382070};"
A0A2G0QDN4,"CATALYTIC ACTIVITY: Reaction=3-amino-5,6,7,7a-tetrahydro-1H-pyrrolizin-1-one + AH2 = 3-amino-tetrahydro-1H-pyrrolizin-1-ol + A; Xref=Rhea:RHEA:83311, ChEBI:CHEBI:13193, ChEBI:CHEBI:17499, ChEBI:CHEBI:232462, ChEBI:CHEBI:232512; Evidence={ECO:0000269|PubMed:39428351}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:83312; Evidence={ECO:0000269|PubMed:39428351};"
A0A2G0QDP0,"CATALYTIC ACTIVITY: Reaction=pyrrolizixenacetamide + H2O = 3-amino-5,6,7,7a-tetrahydro-1H-pyrrolizin-1-one + acetate + H(+); Xref=Rhea:RHEA:83307, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30089, ChEBI:CHEBI:232461, ChEBI:CHEBI:232462; Evidence={ECO:0000269|PubMed:39428351}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:83308; Evidence={ECO:0000269|PubMed:39428351};"
A0A2H1K3G9,"CATALYTIC ACTIVITY: Reaction=L-methionine + H2O = methanethiol + 2-oxobutanoate + NH4(+); Xref=Rhea:RHEA:23800, ChEBI:CHEBI:15377, ChEBI:CHEBI:16007, ChEBI:CHEBI:16763, ChEBI:CHEBI:28938, ChEBI:CHEBI:57844; EC=4.4.1.11; Evidence={ECO:0000269|PubMed:30940696, ECO:0000269|PubMed:9726878}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:23801; Evidence={ECO:0000269|PubMed:30940696}; CATALYTIC ACTIVITY: Reaction=L-homocysteine + H2O = 2-oxobutanoate + hydrogen sulfide + NH4(+) + H(+); Xref=Rhea:RHEA:14501, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:16763, ChEBI:CHEBI:28938, ChEBI:CHEBI:29919, ChEBI:CHEBI:58199; EC=4.4.1.2; Evidence={ECO:0000269|PubMed:30940696, ECO:0000269|PubMed:9726878}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:14502; Evidence={ECO:0000305|PubMed:30940696};"
A0A2K3D1C8,"CATALYTIC ACTIVITY: Reaction=a CDP-1,2-diacyl-sn-glycerol + a 1,2-diacyl-sn-glycero-3-phospho-(1'-sn-glycerol) = a cardiolipin + CMP + H(+); Xref=Rhea:RHEA:32931, ChEBI:CHEBI:15378, ChEBI:CHEBI:58332, ChEBI:CHEBI:60377, ChEBI:CHEBI:62237, ChEBI:CHEBI:64716; EC=2.7.8.41; Evidence={ECO:0000305|PubMed:26793177};"
A0A2T1AE85,"CATALYTIC ACTIVITY: Reaction=D-glutamate + acetyl-CoA = N-acetyl-D-glutamate + CoA + H(+); Xref=Rhea:RHEA:76495, ChEBI:CHEBI:15378, ChEBI:CHEBI:29986, ChEBI:CHEBI:57287, ChEBI:CHEBI:57288, ChEBI:CHEBI:195260; EC=2.3.1.312; Evidence={ECO:0000269|PubMed:36690779}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:76496; Evidence={ECO:0000305|PubMed:36690779};"
A0A2Z5U367,"CATALYTIC ACTIVITY: Reaction=cyclo(L-Trp-L-Trp) + 2 dimethylallyl diphosphate = cyclo(N(8)-(alpha,alpha-dimethylallyl)-L-Trp-6a-(alpha,alpha-dimethylallyl)-L-Trp) + 2 diphosphate; Xref=Rhea:RHEA:82695, ChEBI:CHEBI:33019, ChEBI:CHEBI:57623, ChEBI:CHEBI:181817, ChEBI:CHEBI:232460; Evidence={ECO:0000269|PubMed:28631282}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:82696; Evidence={ECO:0000269|PubMed:28631282};"
A0A2Z5U368,"CATALYTIC ACTIVITY: Reaction=cyclo(N(8)-(alpha,alpha-dimethylallyl)-L-Trp-6a-(alpha,alpha-dimethylallyl)-L-Trp) + AH2 + O2 = okaramine C + A + H2O; Xref=Rhea:RHEA:82699, ChEBI:CHEBI:13193, ChEBI:CHEBI:15377, ChEBI:CHEBI:15379, ChEBI:CHEBI:17499, ChEBI:CHEBI:181817, ChEBI:CHEBI:193028; Evidence={ECO:0000269|PubMed:28631282}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:82700; Evidence={ECO:0000269|PubMed:28631282};"
A0A2Z5U3C2,"CATALYTIC ACTIVITY: Reaction=12-deshydroxyl okaramine E + 2 reduced [NADPH--hemoprotein reductase] + 2 O2 = 3-desmethyl okaramine B + 2 oxidized [NADPH--hemoprotein reductase] + 2 H2O + 2 H(+); Xref=Rhea:RHEA:82711, Rhea:RHEA-COMP:11964, Rhea:RHEA-COMP:11965, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:57618, ChEBI:CHEBI:58210, ChEBI:CHEBI:232466, ChEBI:CHEBI:232467; Evidence={ECO:0000269|PubMed:28631282}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:82712; Evidence={ECO:0000269|PubMed:28631282};"
A0A2Z5U507,"CATALYTIC ACTIVITY: Reaction=okaramine A + 2-oxoglutarate + AH2 + O2 = 12-deshydroxyl okaramine E + succinate + A + CO2 + H2O; Xref=Rhea:RHEA:82719, ChEBI:CHEBI:13193, ChEBI:CHEBI:15377, ChEBI:CHEBI:15379, ChEBI:CHEBI:16526, ChEBI:CHEBI:16810, ChEBI:CHEBI:17499, ChEBI:CHEBI:30031, ChEBI:CHEBI:232464, ChEBI:CHEBI:232466; Evidence={ECO:0000269|PubMed:28631282}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:82720; Evidence={ECO:0000269|PubMed:28631282}; CATALYTIC ACTIVITY: Reaction=12-deshydroxyl okaramine E + 2-oxoglutarate + O2 = okaramine E + succinate + CO2; Xref=Rhea:RHEA:82707, ChEBI:CHEBI:15379, ChEBI:CHEBI:16526, ChEBI:CHEBI:16810, ChEBI:CHEBI:30031, ChEBI:CHEBI:232465, ChEBI:CHEBI:232466; Evidence={ECO:0000269|PubMed:28631282}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:82708; Evidence={ECO:0000269|PubMed:28631282}; CATALYTIC ACTIVITY: Reaction=okaramine A + 2-oxoglutarate + O2 = okaramine E + succinate + CO2; Xref=Rhea:RHEA:83275, ChEBI:CHEBI:15379, ChEBI:CHEBI:16526, ChEBI:CHEBI:16810, ChEBI:CHEBI:30031, ChEBI:CHEBI:232464, ChEBI:CHEBI:232465; Evidence={ECO:0000269|PubMed:28631282}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:83276; Evidence={ECO:0000269|PubMed:28631282};"
A0A2Z5U6I9,"CATALYTIC ACTIVITY: Reaction=okaramine C + 2 reduced [NADPH--hemoprotein reductase] + 2 O2 = okaramine A + 2 oxidized [NADPH--hemoprotein reductase] + 4 H2O + 2 H(+); Xref=Rhea:RHEA:82703, Rhea:RHEA-COMP:11964, Rhea:RHEA-COMP:11965, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:57618, ChEBI:CHEBI:58210, ChEBI:CHEBI:193028, ChEBI:CHEBI:232464; Evidence={ECO:0000269|PubMed:28631282}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:82704; Evidence={ECO:0000269|PubMed:28631282};"
A0A2Z5UFJ1,"CATALYTIC ACTIVITY: Reaction=3-desmethyl okaramine B + S-adenosyl-L-methionine = okaramine B + S-adenosyl-L-homocysteine + H(+); Xref=Rhea:RHEA:82715, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:197976, ChEBI:CHEBI:232467; Evidence={ECO:0000269|PubMed:28631282}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:82716; Evidence={ECO:0000269|PubMed:28631282};"
A0A2Z5UHX0,"CATALYTIC ACTIVITY: Reaction=2 L-tryptophan = cyclo(L-Trp-L-Trp) + 2 H2O; Xref=Rhea:RHEA:80527, ChEBI:CHEBI:15377, ChEBI:CHEBI:57912, ChEBI:CHEBI:232460; Evidence={ECO:0000269|PubMed:28631282}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:80528; Evidence={ECO:0000269|PubMed:28631282};"
A0A384J6C4,CATALYTIC ACTIVITY: Reaction=Random endo-hydrolysis of N-acetyl-beta-D-glucosaminide (1->4)-beta-linkages in chitin and chitodextrins.; EC=3.2.1.14; Evidence={ECO:0000250|UniProtKB:Q8J0P4};
A0A384JN58,CATALYTIC ACTIVITY: Reaction=Random endo-hydrolysis of N-acetyl-beta-D-glucosaminide (1->4)-beta-linkages in chitin and chitodextrins.; EC=3.2.1.14; Evidence={ECO:0000250|UniProtKB:Q8J0P4};
A0A384JXV5,CATALYTIC ACTIVITY: Reaction=Endohydrolysis of (1->4)-beta-D-xylosidic linkages in xylans.; EC=3.2.1.8; Evidence={ECO:0000255|PROSITE-ProRule:PRU01097};
A0A384K116,CATALYTIC ACTIVITY: Reaction=Random endo-hydrolysis of N-acetyl-beta-D-glucosaminide (1->4)-beta-linkages in chitin and chitodextrins.; EC=3.2.1.14; Evidence={ECO:0000250|UniProtKB:Q8J0P4};
A0A384K474,CATALYTIC ACTIVITY: Reaction=Endohydrolysis of (1->4)-beta-D-xylosidic linkages in xylans.; EC=3.2.1.8; Evidence={ECO:0000255|PROSITE-ProRule:PRU01097};
A0A384K4T0,CATALYTIC ACTIVITY: Reaction=Random endo-hydrolysis of N-acetyl-beta-D-glucosaminide (1->4)-beta-linkages in chitin and chitodextrins.; EC=3.2.1.14; Evidence={ECO:0000250|UniProtKB:Q8J0P4};
A0A385XI11,"CATALYTIC ACTIVITY: Reaction=L-arabinitol + NAD(+) = L-xylulose + NADH + H(+); Xref=Rhea:RHEA:16381, ChEBI:CHEBI:15378, ChEBI:CHEBI:17399, ChEBI:CHEBI:18403, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.1.1.12; Evidence={ECO:0000250|UniProtKB:Q7SI09};"
A0A3R5XUE6,"CATALYTIC ACTIVITY: Reaction=3-oxocapnine + NADPH + H(+) = capnine + NADP(+); Xref=Rhea:RHEA:81575, ChEBI:CHEBI:15378, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349, ChEBI:CHEBI:231947, ChEBI:CHEBI:231953; Evidence={ECO:0000269|PubMed:35414181}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81576; Evidence={ECO:0000269|PubMed:35414181};"
A0A455ZJD4,"CATALYTIC ACTIVITY: Reaction=(S)-1-pyrroline-5-carboxylate + L-arginine + S-adenosyl-L-methionine + 2 ATP = peramine + 2 AMP + S-adenosyl-L-homocysteine + 2 diphosphate + H2O + 2 H(+); Xref=Rhea:RHEA:82151, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:17388, ChEBI:CHEBI:30616, ChEBI:CHEBI:32682, ChEBI:CHEBI:33019, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:232088, ChEBI:CHEBI:456215; Evidence={ECO:0000250|UniProtKB:A0A166YZW0}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:82152; Evidence={ECO:0000250|UniProtKB:A0A166YZW0};"
A0A455ZKR7,"CATALYTIC ACTIVITY: Reaction=peramine + 2-oxoglutarate + O2 = 8-hydroxyperamine + succinate + CO2; Xref=Rhea:RHEA:82167, ChEBI:CHEBI:15379, ChEBI:CHEBI:16526, ChEBI:CHEBI:16810, ChEBI:CHEBI:30031, ChEBI:CHEBI:232088, ChEBI:CHEBI:232097; Evidence={ECO:0000269|PubMed:38578094}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:82168; Evidence={ECO:0000269|PubMed:38578094};"
A0A455ZMR3,"CATALYTIC ACTIVITY: Reaction=L-proline + 2-oxoglutarate + O2 = trans-4-hydroxy-L-proline + succinate + CO2; Xref=Rhea:RHEA:51508, ChEBI:CHEBI:15379, ChEBI:CHEBI:16526, ChEBI:CHEBI:16810, ChEBI:CHEBI:30031, ChEBI:CHEBI:58375, ChEBI:CHEBI:60039; EC=1.14.11.57; Evidence={ECO:0000269|PubMed:38578094}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:51509; Evidence={ECO:0000269|PubMed:38578094}; CATALYTIC ACTIVITY: Reaction=L-proline + 2-oxoglutarate + O2 = trans-3-hydroxy-L-proline + succinate + CO2; Xref=Rhea:RHEA:82159, ChEBI:CHEBI:15379, ChEBI:CHEBI:16526, ChEBI:CHEBI:16810, ChEBI:CHEBI:30031, ChEBI:CHEBI:57938, ChEBI:CHEBI:60039; Evidence={ECO:0000269|PubMed:38578094}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:82160; Evidence={ECO:0000269|PubMed:38578094}; CATALYTIC ACTIVITY: Reaction=D-proline + 2-oxoglutarate + O2 = cis-4-hydroxy-D-proline + succinate + CO2; Xref=Rhea:RHEA:82163, ChEBI:CHEBI:15379, ChEBI:CHEBI:16526, ChEBI:CHEBI:16810, ChEBI:CHEBI:30031, ChEBI:CHEBI:57690, ChEBI:CHEBI:57726; Evidence={ECO:0000269|PubMed:38578094}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:82164; Evidence={ECO:0000269|PubMed:38578094};"
A0A482PJF5,CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine + [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.; EC=2.3.2.27; Evidence={ECO:0000250|UniProtKB:A0A482PDI9};
A0A482PJY4,CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine + [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.; EC=2.3.2.27; Evidence={ECO:0000269|PubMed:36511702};
A0A482PUS2,CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine + [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.; EC=2.3.2.27; Evidence={ECO:0000250|UniProtKB:A0A482PDI9};
